Id,x,y,Species
1,0.10329034482715423,0.5970879972068873,0
2,0.10996785339470692,0.3876758183147582,0
3,0.06501252929142558,0.440940008581569,0
4,0.07910096107010106,0.3898346275904288,0
5,0.08573839217779004,0.6231133312256497,0
6,0.14371904532262228,0.7768342753923955,0
7,0.051343222037143324,0.5031036556467094,0
8,0.10752735780127898,0.5471961384450337,0
9,0.05802073060469509,0.2936914767545803,0
10,0.1138504987897893,0.4238141313611368,0
11,0.13595375453245692,0.7045576492996387,0
12,0.09421241812603834,0.5233296137019421,0
13,0.09838467415481052,0.3763493170578556,0
14,0.010914521541675841,0.32335737746120147,0
15,0.13482589484998045,0.8655597268421026,0
16,0.12892187838586375,1.0,0
17,0.10431337010441658,0.7816883643095408,0
18,0.10329034482715482,0.5970879972068874,0
19,0.1844373564517792,0.7734619438874385,0
20,0.09523544340330001,0.7079299808045952,0
21,0.1735629123699661,0.5900750990140716,0
22,0.10120421681276874,0.6705781455289307,0
23,0.0,0.5826614151151843,0
24,0.1447821480597466,0.5187437599676988,0
25,0.12376667453969266,0.519689047014083,0
26,0.14125387024370553,0.3965752751130883,0
27,0.11737877660583045,0.5459826162157474,0
28,0.12472494287160238,0.6072009762345038,0
29,0.12084229747651969,0.5710626631881254,0
30,0.09456678570507988,0.43729944189370995,0
31,0.11211873835444462,0.4112741078749478,0
32,0.15386007476086325,0.5925021434726443,0
33,0.08891230241478981,0.8313119878884924,0
34,0.10784164792045768,0.9038568491641514,0
35,0.1138504987897893,0.4238141313611368,0
36,0.08991064820656222,0.47613303458156325,0
37,0.1397716429821876,0.6436075244637843,0
38,0.1138504987897893,0.4238141313611368,0
39,0.04220053839067498,0.33225683425953145,0
40,0.11911053704117502,0.5585226397019363,0
41,0.08185574678270739,0.5869750181792711,0
42,0.09556513149685228,0.0821204885867806,0
43,0.03026299157173743,0.4069605048108611,0
44,0.11141000319636167,0.583334451491412,0
45,0.1346411186215058,0.7030758918874499,0
46,0.09838467415481052,0.3763493170578556,0
47,0.10508686220785143,0.706716458575309,0
48,0.06328076885608079,0.42839998509537996,0
49,0.12437057529256083,0.693231148042736,0
50,0.10364471240619637,0.5110578253986552,0
51,0.6663738911637834,0.660189781694594,1
52,0.5771719781153043,0.5946578186117509,1
53,0.680462322942459,0.6090844007034539,1
54,0.4773852316187016,0.16262040096507568,1
55,0.6224816697976269,0.45536345653670796,1
56,0.5199648170739071,0.3659649687107732,1
57,0.5793228630750424,0.6182561081719402,1
58,0.33295745113799646,0.14050788430432917,1
59,0.628096075628054,0.5040417930692753,1
60,0.40890918145658695,0.2792617605263134,1
61,0.38811856162487046,0.0,1
62,0.5016393723211073,0.4669622084637672,1
63,0.5412699012276505,0.18190107197392427,1
64,0.5800315982331252,0.4461957645554758,1
65,0.41375009518357925,0.40291200279311234,1
66,0.6080388704399098,0.5924990093360804,1
67,0.4964440910150734,0.42934213800520016,1
68,0.4981110945050661,0.3447937236091565,1
69,0.6136933537301998,0.198486463341298,1
70,0.46717944523510857,0.24986409500259435,1
71,0.5488103383294785,0.5343847456393788,1
72,0.517040440010734,0.4173385848848154,1
73,0.6467758879598953,0.3170143815080494,1
74,0.586000371642594,0.408843929279811,1
75,0.5753754607346078,0.4850293572433292,1
76,0.6024244646094825,0.5438206728035129,1
77,0.6769340451264179,0.4869159158488432,1
78,0.6731161566766872,0.5478660406846975,1
79,0.5487455813841264,0.43729630775714595,1
80,0.4333881758473302,0.30339652045230714,1
81,0.4517136206001299,0.20239928069931315,1
82,0.44186220179557845,0.20361280292859948,1
83,0.4784082568959632,0.3472207680677292,1
84,0.6197916410303724,0.3553115038300984,1
85,0.4732777325352814,0.40668913549139496,1
86,0.5189017143367826,0.6240554841354699,1
87,0.6375931268535641,0.5888584426482214,1
88,0.6094563407560757,0.2483783221031514,1
89,0.45703841579686766,0.43419622692234555,1
90,0.46544768479976406,0.2373240715164053,1
91,0.49888458660850105,0.2698218178749248,1
92,0.5642114060191051,0.48476112206042704,1
93,0.4942284491099834,0.3086554105627781,1
94,0.3505094037873613,0.11448255028556692,1
95,0.4847961548298254,0.3209271988660649,1
96,0.4784730138413152,0.44430920594996187,1
97,0.48444178725078396,0.406957370674297,1
98,0.5522091022548157,0.4623763547295239,1
99,0.3206007797946654,0.20415328878165814,1
100,0.4805591418557013,0.3708190576279186,1
101,0.7073913075342111,0.6024803191912178,2
102,0.5966252825505803,0.33265850131629315,2
103,0.8081116428772342,0.5822503456487309,2
104,0.6918607259538804,0.45792706700570407,2
105,0.7287611486333065,0.5155048603366015,2
106,0.9349874707085745,0.6303881963282397,2
107,0.445205703383145,0.16329745282855787,2
108,0.8766524499847009,0.562697423969726,2
109,0.7817713741604425,0.35139868647208294,2
110,0.8035850192694206,0.8152608141010497,2
111,0.6478636701825089,0.5987031864929355,2
112,0.6858271955990596,0.3981904643991363,2
113,0.7339564299393404,0.5531249307951684,2
114,0.5871282313250705,0.2478418517373473,2
115,0.5906565091411117,0.3700103365919578,2
116,0.6559833285517158,0.5849496407774601,2
117,0.6992068922196523,0.5191454270244605,2
118,0.9086718814772718,0.9393158575611743,2
119,1.0,0.48866678979462436,2
120,0.6397840892731649,0.16976584968106087,2
121,0.7533048999694019,0.636728058144828,2
122,0.5477873130522167,0.34978437853672517,2
123,0.9683596155719596,0.5657975048045265,2
124,0.6348383411409577,0.391718052059379,2
125,0.724169768080141,0.6514268909066875,2
126,0.8176086941027442,0.667066995227677,2
127,0.6074349696870415,0.41895690830742743,2
128,0.5937656624327594,0.481120555372568,2
129,0.7094126786032452,0.43190173298694196,2
130,0.8098434033125789,0.5947903691349201,2
131,0.8745015650249628,0.5390991344095366,2
132,0.9022839835434099,0.9656094267628386,2
133,0.7094126786032452,0.43190173298694196,2
134,0.6485724053405918,0.4266428428764709,2
135,0.6866006877024944,0.32321855866490456,2
136,0.8973135559257135,0.6477823087315742,2
137,0.6620168589065365,0.644686243384028,2
138,0.6816549395702874,0.5451707610432227,2
139,0.5723310643883119,0.4710075763449518,2
140,0.7297194169652162,0.6030167895570222,2
141,0.726255896094527,0.5779367425846443,2
142,0.7001651605515619,0.6066573562448813,2
143,0.5966252825505803,0.33265850131629315,2
144,0.7614245583386086,0.6229745124293526,2
145,0.724169768080141,0.6514268909066875,2
