Id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,0.0,0.3076923076923077,0.8,0.013858204458726651,1.0,0.0,0.2911392405063291,0.0,0.43902439024390244,0.2894736842105263,0.02857142857142857,0.05142857142857143,0.34200743494423785,1.0,0.0,0.0,1.0,1.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Dropout
2,0.0,0.2692307692307692,0.0,0.9259891544486845,1.0,0.0,0.7721518987341772,0.0,0.0,0.05263157894736842,0.017142857142857144,0.017142857142857144,0.5303593556381659,1.0,0.0,0.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8175182481751825,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.7770670459132908,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
3,0.0,0.0,0.8,0.9075115485037156,1.0,0.0,0.2911392405063291,0.0,0.8780487804878049,0.9473684210526315,0.05142857142857143,0.05142857142857143,0.3110285006195786,1.0,0.0,0.0,0.0,1.0,0.0,0.02702702702702703,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3720930232558141,0.48888888888888893,0.7661822985468957,Dropout
4,0.0,0.3076923076923077,0.2,0.9781080538260695,1.0,0.0,0.2911392405063291,0.0,0.9024390243902439,0.9473684210526315,0.02857142857142857,0.017142857142857144,0.24659231722428737,1.0,0.0,0.0,1.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.2857142857142857,0.38095238095238093,0.2857142857142857,0.7841501564963503,0.0,0.0,0.3157894736842105,0.5263157894736842,0.2631578947368421,0.7050461975835111,0.0,0.20930232558139544,0.0,0.12417437252311751,Graduate
5,0.3333333333333333,0.7307692307692307,0.0,0.8014661578630247,0.0,0.0,0.012658227848101266,0.0,0.8780487804878049,0.9736842105263158,0.05142857142857143,0.05142857142857143,0.5179677819083023,0.0,0.0,0.0,1.0,0.0,0.0,0.7297297297297297,0.0,0.0,0.2857142857142857,0.42857142857142855,0.23809523809523808,0.7201946470072993,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.7391613361762616,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
6,0.3333333333333333,0.7307692307692307,0.0,1.0,0.0,0.43902439024390244,0.4316455696202531,0.0,0.8780487804878049,0.9473684210526315,0.05142857142857143,0.04,0.18711276332094168,0.0,0.0,1.0,1.0,1.0,0.0,0.8648648648648649,0.0,0.0,0.23809523809523808,0.47619047619047616,0.23809523809523808,0.6923879042335767,0.0,0.0,0.2631578947368421,0.8947368421052632,0.2631578947368421,0.6538734896943853,1.0,1.0,0.24444444444444446,0.4147952443857332,Graduate
7,0.0,0.0,0.0,0.9506929102229363,1.0,0.0,0.5443037974683544,0.0,0.43902439024390244,0.9736842105263158,0.04,0.05714285714285714,0.355638166047088,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.7766423357664234,0.0,0.0,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.8156361051883441,0.0,0.9186046511627908,0.7999999999999999,0.0,Graduate
8,0.0,0.3269230769230769,0.6,0.9259891544486845,1.0,0.0,0.25316455696202533,0.0,0.8780487804878049,0.9473684210526315,0.05142857142857143,0.05142857142857143,0.16604708798017337,1.0,0.0,0.0,0.0,1.0,0.0,0.10810810810810811,0.0,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,0.0,Dropout
9,0.0,0.0,0.4,0.9243824061056437,1.0,0.0,0.4810126582278481,1.0,0.0,0.0,0.05142857142857143,0.05142857142857143,0.3667905824039654,0.0,0.0,0.0,1.0,0.0,1.0,0.08108108108108109,1.0,0.0,0.2857142857142857,0.38095238095238093,0.2857142857142857,0.8102189781021898,0.0,0.0,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.8041425523809524,0.0,1.0,0.24444444444444446,0.4147952443857332,Graduate
10,0.0,0.0,0.0,0.9243824061056437,1.0,0.0,0.4936708860759494,0.0,0.0,0.47368421052631576,0.022857142857142857,0.04,0.288723667905824,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.23809523809523808,0.6656934306569343,0.0,0.0,0.3157894736842105,0.7368421052631579,0.10526315789473684,0.767590618336887,0.0,0.15116279069767452,0.48888888888888893,1.0,Dropout
11,0.0,0.0,0.0,0.9677646113677445,1.0,0.0,0.5063291139240507,0.0,0.9024390243902439,0.47368421052631576,0.02857142857142857,0.04,0.382899628252788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7201946470072993,0.0,0.0,0.3157894736842105,0.3684210526315789,0.2631578947368421,0.8073916133617627,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,Graduate
12,0.0,0.0,0.0,0.9506929102229363,1.0,0.0,0.46835443037974683,0.0,0.43902439024390244,0.9736842105263158,0.05142857142857143,0.05142857142857143,0.2428748451053283,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38095238095238093,0.38095238095238093,0.3333333333333333,0.7716371217518249,0.0,0.0,0.42105263157894735,0.42105263157894735,0.3684210526315789,0.7513453140014216,0.0,0.5930232558139534,1.0,0.3117569352708058,Graduate
13,0.0,0.0,0.2,0.9861417955412733,1.0,0.0,0.43037974683544306,0.0,0.43902439024390244,0.9473684210526315,0.022857142857142857,0.05142857142857143,0.3779429987608424,1.0,0.0,0.0,1.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.5930232558139534,1.0,0.3117569352708058,Dropout
14,0.0,1.0,0.0,0.9259891544486845,1.0,1.0,0.13924050632911392,0.0,0.0,0.0,0.022857142857142857,0.04,0.14993804213135062,1.0,0.0,0.0,1.0,0.0,1.0,0.08108108108108109,0.0,0.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.6173096975182482,0.0,0.0,0.3157894736842105,0.42105263157894735,0.2631578947368421,0.6254442075337598,0.0,0.15116279069767452,0.48888888888888893,1.0,Graduate
